Method,Dataset,Budget,SlewRate,DwellTime,NumTiles,SumProb,TotalCost,TimeSec,Path
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large_wcrt1/filtered_GW200306_093714_7dt.csv,90,50,1,86,0.149958,89.4097,5.40086,0 45 41 19 16 38 21 18 37 46 43 36 42 53 51 55 54 61 56 48 69 68 70 80 39 20 7 72 12 9 8 10 11 59 40 25 13 14 15 4 2 3 5 28 22 29 31 34 35 30 24 6 1 26 33 47 63 75 77 32 49 52 44 50 57 73 79 84 81 64 60 58 83 27 23 17 71 65 66 62 67 74 76 78 82 2969
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large_wcrt1/filtered_GW200306_093714_7dt.csv,90,50,1,88,0.152854,89.9515,0.161507,0 1 81 84 60 58 64 44 79 57 50 73 52 49 83 75 32 77 63 27 23 13 9 47 12 2 4 33 15 8 17 14 59 25 3 6 40 45 86 28 11 7 5 10 26 72 20 24 34 46 37 21 30 18 38 39 16 19 41 71 65 66 35 42 62 22 31 43 29 36 85 51 53 67 70 55 80 54 68 74 61 76 56 69 48 78 82 2969
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large_wcrt1/filtered_GW200306_093714_7dt.csv,100,50,1,82,0.144092,99.5418,7.6755e-05,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 2969
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large_wcrt1/filtered_GW200306_093714_7dt.csv,100,50,1,96,0.164343,99.8924,5.62652,0 25 59 14 13 17 90 87 83 79 89 84 81 93 44 57 50 58 60 64 73 52 49 32 77 75 63 47 33 26 28 30 22 31 29 42 36 43 46 24 21 37 38 39 11 10 2 3 23 27 15 12 9 8 40 45 41 18 19 16 20 72 7 6 4 5 1 34 35 86 71 65 66 62 67 53 51 55 54 61 76 78 91 82 92 68 70 85 80 74 56 48 69 88 94 2969
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large_wcrt1/filtered_GW200306_093714_7dt.csv,100,50,1,97,0.165767,99.8557,0.192909,0 1 93 81 84 60 58 64 44 79 57 50 73 52 89 49 77 32 83 75 63 27 23 87 90 13 9 47 12 2 4 33 15 8 17 14 59 25 3 6 40 45 86 28 11 7 5 10 26 72 20 24 34 46 37 21 30 18 38 39 16 19 41 71 65 66 35 42 62 22 31 43 29 36 85 51 53 67 70 55 54 80 61 74 68 88 69 56 76 78 48 91 92 82 94 95 2969
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large_wcrt1/filtered_GW200306_093714_7dt.csv,10,50,1,11,0.0216175,9.50019,7.5196e-05,0 1 2 3 4 5 6 7 8 9 2969
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large_wcrt1/filtered_GW200306_093714_7dt.csv,10,50,1,11,0.0216175,9.4483,4.20381,0 7 5 2 9 8 4 3 6 1 2969
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large_wcrt1/filtered_GW200306_093714_7dt.csv,10,50,1,11,0.0216175,9.30364,0.168449,0 1 7 6 5 3 4 2 8 9 2969
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large_wcrt1/filtered_GW200306_093714_7dt.csv,20,50,1,20,0.0403005,19.6282,5.5965e-05,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 2969
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large_wcrt1/filtered_GW200306_093714_7dt.csv,20,50,1,21,0.0422784,19.8164,5.59496,0 14 17 13 12 9 8 2 15 4 3 5 1 19 18 16 7 11 6 10 2969
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large_wcrt1/filtered_GW200306_093714_7dt.csv,20,50,1,21,0.0422784,19.8387,0.149198,0 1 9 8 14 17 13 12 15 2 3 4 10 5 6 11 18 16 7 19 2969
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large_wcrt1/filtered_GW200306_093714_7dt.csv,30,50,1,29,0.0574931,29.9319,7.8339e-05,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 28 2969
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large_wcrt1/filtered_GW200306_093714_7dt.csv,30,50,1,30,0.0593478,29.2869,4.53486,0 1 5 4 8 9 12 15 3 25 28 16 19 18 21 22 24 20 7 11 6 26 10 2 14 17 13 23 27 2969
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large_wcrt1/filtered_GW200306_093714_7dt.csv,30,50,1,30,0.0593478,29.3014,0.141623,0 1 27 23 13 9 12 15 8 17 2 14 25 3 4 5 10 26 6 11 7 20 16 19 24 18 21 22 28 2969
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large_wcrt1/filtered_GW200306_093714_7dt.csv,40,50,1,37,0.0718806,39.5316,5.6348e-05,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 2969
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large_wcrt1/filtered_GW200306_093714_7dt.csv,40,50,1,40,0.0770816,39.6885,5.6048,0 10 5 2 15 12 9 8 32 27 23 13 17 14 3 25 6 11 7 20 19 16 18 30 35 22 36 29 31 34 21 37 38 24 28 1 26 33 4 2969
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large_wcrt1/filtered_GW200306_093714_7dt.csv,40,50,1,40,0.0770816,39.6074,0.160073,0 1 36 29 31 22 35 34 30 24 21 37 38 18 16 19 28 11 6 25 3 5 7 20 26 10 33 4 2 14 17 8 15 12 9 13 23 27 32 2969
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large_wcrt1/filtered_GW200306_093714_7dt.csv,50,50,1,46,0.087259,49.8613,5.8603e-05,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 2969
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large_wcrt1/filtered_GW200306_093714_7dt.csv,50,50,1,49,0.0922913,49.2881,5.71288,0 5 4 15 2 12 47 44 32 27 23 13 17 14 3 25 40 6 45 41 19 16 18 21 37 38 39 7 20 10 8 9 33 26 1 11 28 24 30 34 31 29 22 35 46 43 36 42 2969
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large_wcrt1/filtered_GW200306_093714_7dt.csv,50,50,1,50,0.0936888,49.9668,0.155147,0 1 36 29 43 31 22 35 34 46 37 38 18 21 30 24 16 7 45 11 28 41 19 39 20 72 26 10 5 6 40 25 3 4 33 15 12 2 14 59 17 8 47 9 13 23 27 32 49 2969
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large_wcrt1/filtered_GW200306_093714_7dt.csv,60,50,1,53,0.0989042,59.7878,5.6922e-05,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 2969
