Method,Dataset,Budget,SlewRate,DwellTime,NumTiles,SumProb,TotalCost,TimeSec,Path
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191230_180458_7dt_separate.csv,70,50,1,66,0.76487,69.2893,2.66868,0 1 3 10 5 41 55 28 46 29 7 12 11 13 19 2 43 15 9 16 30 44 48 64 35 50 23 33 78 59 89 86 57 54 58 49 27 4 6 38 34 8 14 36 51 24 37 21 18 22 20 32 68 40 47 26 62 53 52 25 42 39 45 31 17 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191230_180458_7dt_separate.csv,70,50,1,66,0.771986,69.9212,0.0187818,0 1 48 44 63 61 30 35 50 59 33 23 9 16 41 55 28 46 7 3 43 15 5 10 2 19 57 54 13 11 58 49 27 12 4 29 38 6 17 8 31 45 21 37 56 60 32 26 40 47 62 53 22 20 18 25 52 42 39 24 51 14 36 34 70 100
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191230_180458_7dt_separate.csv,70,50,1,66,0.772507,69.0903,194.637,0 1 13 54 57 19 2 15 43 59 33 23 50 35 64 48 44 63 30 61 16 9 5 41 55 10 28 3 11 58 49 12 7 46 29 4 27 17 6 38 34 8 31 45 14 36 51 24 39 21 37 18 56 60 20 32 26 40 47 62 53 22 25 42 52 100
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191230_180458_7dt_separate.csv,80,50,1,58,0.732305,79.9469,6.601e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 100
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191230_180458_7dt_separate.csv,80,50,1,73,0.79893,79.8606,4.03614,0 1 55 28 13 54 57 43 78 59 16 23 44 35 50 48 64 71 69 30 5 10 2 15 33 9 61 63 41 3 7 4 6 58 11 12 49 27 17 34 36 56 24 8 39 38 29 46 19 31 70 14 51 37 45 21 42 52 18 60 32 22 20 25 53 26 62 47 40 68 73 79 100
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191230_180458_7dt_separate.csv,80,50,1,75,0.801052,79.4524,2.82466,0 1 2 19 57 54 58 11 7 12 49 27 17 70 31 45 21 37 24 39 80 42 18 25 52 53 62 26 22 20 32 40 47 73 99 68 79 60 56 51 88 36 14 8 34 38 6 4 29 46 28 3 13 10 5 41 61 30 63 82 71 69 48 44 35 23 16 9 15 43 59 33 50 64 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191230_180458_7dt_separate.csv,80,50,1,75,0.804561,79.9928,0.00957701,0 1 69 71 48 64 59 33 78 50 35 44 63 61 30 23 9 16 41 55 28 46 7 3 43 15 5 10 2 19 57 54 13 11 58 49 27 12 4 29 38 6 8 34 17 70 31 45 14 36 51 24 39 80 42 21 37 18 20 32 26 22 25 52 53 62 47 73 40 68 79 60 56 87 100
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191230_180458_7dt_separate.csv,80,50,1,76,0.808179,79.9923,3.06546,0 1 13 54 57 19 2 15 43 59 33 78 50 23 30 35 64 48 69 71 82 44 63 61 16 9 5 41 55 10 28 46 7 3 11 58 49 12 4 29 38 6 17 27 81 70 31 8 34 36 51 24 14 45 39 80 42 21 37 56 18 25 52 53 62 26 22 20 60 79 32 68 40 47 73 100
Greedy,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191230_180458_7dt_separate.csv,90,50,1,64,0.763264,89.7258,6.734e-06,0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 100
Genetic,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191230_180458_7dt_separate.csv,90,50,1,81,0.821908,89.7887,6.58524,0 3 49 27 17 34 36 31 81 8 14 29 24 42 62 68 32 26 25 22 20 56 51 37 39 21 18 60 79 73 40 47 53 52 80 45 54 57 19 10 2 86 43 9 1 78 82 50 5 15 84 69 71 48 64 23 59 33 35 44 63 61 55 16 30 41 83 46 28 12 11 13 7 4 6 38 58 70 87 88 100
AntColony,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191230_180458_7dt_separate.csv,90,50,1,84,0.828885,89.3739,5.73651,0 1 13 3 11 81 27 4 6 88 51 21 37 18 56 60 20 53 62 47 73 40 68 79 32 26 22 25 52 42 80 39 87 70 17 8 31 45 24 14 36 34 38 29 7 12 49 58 54 57 19 86 89 43 15 59 78 33 50 64 48 69 97 84 71 82 63 44 35 30 23 16 61 41 55 83 100 46 28 10 5 9 2 100
Hoogeveen,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191230_180458_7dt_separate.csv,90,50,1,84,0.828982,89.7995,0.0128632,0 1 21 37 56 60 79 68 73 93 47 40 32 26 62 53 22 20 18 25 52 95 42 80 39 24 51 88 36 34 8 14 45 87 31 17 70 81 27 6 38 29 4 12 49 58 11 7 46 3 28 83 55 10 5 9 50 78 89 86 54 13 57 19 2 15 43 59 33 23 84 69 71 82 48 64 35 44 63 30 61 16 41 100
Gurobi,/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/small/filtered_GW191230_180458_7dt_separate.csv,90,50,1,85,0.831205,89.9933,169.954,0 1 3 11 13 54 58 49 27 17 81 70 87 31 8 36 14 45 24 39 80 42 21 25 52 53 22 26 62 47 93 73 40 68 32 79 60 20 18 56 37 51 88 34 6 38 29 4 12 7 46 28 83 55 10 2 19 57 86 89 43 15 59 78 50 64 98 35 30 23 33 9 5 41 16 61 63 82 44 48 69 71 84 97 100
