ID	ra_center	dec_center
231	31.112240	-75.769751
232	37.544362	-75.769751
233	43.976484	-75.769751
234	50.408605	-75.769751
235	56.840727	-75.769751
236	63.272849	-75.769751
237	69.704970	-75.769751
238	76.137092	-75.769751
239	82.569214	-75.769751
240	89.001335	-75.769751
241	95.433457	-75.769751
242	101.865579	-75.769751
243	108.297700	-75.769751
244	114.729822	-75.769751
245	121.161944	-75.769751
246	127.594065	-75.769751
247	134.026187	-75.769751
248	140.458309	-75.769751
249	146.890430	-75.769751
250	153.322552	-75.769751
251	159.754674	-75.769751
252	166.186795	-75.769751
253	172.618917	-75.769751
254	179.051039	-75.769751
255	185.483160	-75.769751
256	191.915282	-75.769751
257	198.347404	-75.769751
258	204.779525	-75.769751
259	211.211647	-75.769751
260	217.643769	-75.769751
261	224.075890	-75.769751
262	230.508012	-75.769751
263	236.940134	-75.769751
264	243.372255	-75.769751
265	249.804377	-75.769751
266	256.236499	-75.769751
267	262.668620	-75.769751
268	269.100742	-75.769751
269	275.532864	-75.769751
270	281.964985	-75.769751
271	288.397107	-75.769751
272	294.829229	-75.769751
273	301.261350	-75.769751
274	307.693472	-75.769751
275	314.125594	-75.769751
276	320.557715	-75.769751
277	326.989837	-75.769751
278	333.421959	-75.769751
279	339.854080	-75.769751
280	346.286202	-75.769751
281	352.718324	-75.769751
282	359.150445	-75.769751
283	3.396137	-74.188612
284	9.199088	-74.188612
285	15.002040	-74.188612
286	20.804991	-74.188612
287	26.607942	-74.188612
288	32.410894	-74.188612
289	38.213845	-74.188612
290	44.016796	-74.188612
291	49.819748	-74.188612
292	55.622699	-74.188612
293	61.425650	-74.188612
294	67.228602	-74.188612
295	73.031553	-74.188612
296	78.834504	-74.188612
297	84.637456	-74.188612
298	90.440407	-74.188612
299	96.243358	-74.188612
300	102.046310	-74.188612
301	107.849261	-74.188612
302	113.652213	-74.188612
303	119.455164	-74.188612
304	125.258115	-74.188612
305	131.061067	-74.188612
306	136.864018	-74.188612
307	142.666969	-74.188612
308	148.469921	-74.188612
309	154.272872	-74.188612
310	160.075823	-74.188612
311	165.878775	-74.188612
312	171.681726	-74.188612
313	177.484677	-74.188612
314	183.287629	-74.188612
315	189.090580	-74.188612
316	194.893531	-74.188612
317	200.696483	-74.188612
318	206.499434	-74.188612
319	212.302385	-74.188612
320	218.105337	-74.188612
321	223.908288	-74.188612
322	229.711239	-74.188612
323	235.514191	-74.188612
324	241.317142	-74.188612
325	247.120093	-74.188612
326	252.923045	-74.188612
327	258.725996	-74.188612
328	264.528947	-74.188612
329	270.331899	-74.188612
330	276.134850	-74.188612
331	281.937802	-74.188612
332	287.740753	-74.188612
333	293.543704	-74.188612
334	299.346656	-74.188612
335	305.149607	-74.188612
336	310.952558	-74.188612
337	316.755510	-74.188612
338	322.558461	-74.188612
339	328.361412	-74.188612
340	334.164364	-74.188612
341	339.967315	-74.188612
342	345.770266	-74.188612
343	351.573218	-74.188612
344	357.376169	-74.188612
345	4.368151	-72.607473
346	9.657721	-72.607473
347	14.947291	-72.607473
348	20.236861	-72.607473
349	25.526431	-72.607473
350	30.816000	-72.607473
351	36.105570	-72.607473
352	41.395140	-72.607473
353	46.684710	-72.607473
354	51.974280	-72.607473
355	57.263850	-72.607473
356	62.553420	-72.607473
357	67.842990	-72.607473
358	73.132560	-72.607473
359	78.422129	-72.607473
360	83.711699	-72.607473
361	89.001269	-72.607473
362	94.290839	-72.607473
363	99.580409	-72.607473
364	104.869979	-72.607473
365	110.159549	-72.607473
366	115.449119	-72.607473
367	120.738689	-72.607473
368	126.028259	-72.607473
369	131.317828	-72.607473
370	136.607398	-72.607473
371	141.896968	-72.607473
372	147.186538	-72.607473
373	152.476108	-72.607473
374	157.765678	-72.607473
375	163.055248	-72.607473
376	168.344818	-72.607473
377	173.634388	-72.607473
378	178.923957	-72.607473
379	184.213527	-72.607473
380	189.503097	-72.607473
381	194.792667	-72.607473
382	200.082237	-72.607473
383	205.371807	-72.607473
384	210.661377	-72.607473
385	215.950947	-72.607473
386	221.240517	-72.607473
387	226.530087	-72.607473
388	231.819656	-72.607473
389	237.109226	-72.607473
390	242.398796	-72.607473
391	247.688366	-72.607473
392	252.977936	-72.607473
393	258.267506	-72.607473
394	263.557076	-72.607473
395	268.846646	-72.607473
396	274.136216	-72.607473
397	279.425786	-72.607473
398	284.715355	-72.607473
399	290.004925	-72.607473
400	295.294495	-72.607473
401	300.584065	-72.607473
402	305.873635	-72.607473
403	311.163205	-72.607473
404	316.452775	-72.607473
405	321.742345	-72.607473
406	327.031915	-72.607473
407	332.321484	-72.607473
408	337.611054	-72.607473
409	342.900624	-72.607473
410	348.190194	-72.607473
411	353.479764	-72.607473
412	358.769334	-72.607473
413	1.219514	-71.026334
414	6.082559	-71.026334
415	10.945603	-71.026334
416	15.808647	-71.026334
417	20.671692	-71.026334
418	25.534736	-71.026334
419	30.397780	-71.026334
420	35.260824	-71.026334
421	40.123869	-71.026334
422	44.986913	-71.026334
423	49.849957	-71.026334
424	54.713002	-71.026334
425	59.576046	-71.026334
426	64.439090	-71.026334
427	69.302134	-71.026334
428	74.165179	-71.026334
429	79.028223	-71.026334
430	83.891267	-71.026334
431	88.754312	-71.026334
432	93.617356	-71.026334
433	98.480400	-71.026334
434	103.343445	-71.026334
435	108.206489	-71.026334
436	113.069533	-71.026334
437	117.932577	-71.026334
438	122.795622	-71.026334
439	127.658666	-71.026334
440	132.521710	-71.026334
441	137.384755	-71.026334
442	142.247799	-71.026334
443	147.110843	-71.026334
444	151.973887	-71.026334
445	156.836932	-71.026334
446	161.699976	-71.026334
447	166.563020	-71.026334
448	171.426065	-71.026334
449	176.289109	-71.026334
450	181.152153	-71.026334
451	186.015198	-71.026334
452	190.878242	-71.026334
453	195.741286	-71.026334
454	200.604330	-71.026334
455	205.467375	-71.026334
456	210.330419	-71.026334
457	215.193463	-71.026334
458	220.056508	-71.026334
459	224.919552	-71.026334
460	229.782596	-71.026334
461	234.645640	-71.026334
462	239.508685	-71.026334
463	244.371729	-71.026334
464	249.234773	-71.026334
465	254.097818	-71.026334
466	258.960862	-71.026334
467	263.823906	-71.026334
468	268.686950	-71.026334
469	273.549995	-71.026334
470	278.413039	-71.026334
471	283.276083	-71.026334
472	288.139128	-71.026334
473	293.002172	-71.026334
474	297.865216	-71.026334
475	302.728261	-71.026334
476	307.591305	-71.026334
477	312.454349	-71.026334
478	317.317393	-71.026334
479	322.180438	-71.026334
480	327.043482	-71.026334
481	331.906526	-71.026334
482	336.769571	-71.026334
483	341.632615	-71.026334
484	346.495659	-71.026334
485	351.358703	-71.026334
486	356.221748	-71.026334
487	3.600808	-69.445195
488	8.104154	-69.445195
489	12.607499	-69.445195
490	17.110844	-69.445195
491	21.614190	-69.445195
492	26.117535	-69.445195
493	30.620880	-69.445195
494	35.124226	-69.445195
495	39.627571	-69.445195
496	44.130916	-69.445195
497	48.634262	-69.445195
498	53.137607	-69.445195
499	57.640952	-69.445195
500	62.144298	-69.445195
501	66.647643	-69.445195
502	71.150988	-69.445195
503	75.654334	-69.445195
504	80.157679	-69.445195
505	84.661025	-69.445195
506	89.164370	-69.445195
507	93.667715	-69.445195
508	98.171061	-69.445195
509	102.674406	-69.445195
510	107.177751	-69.445195
511	111.681097	-69.445195
512	116.184442	-69.445195
513	120.687787	-69.445195
514	125.191133	-69.445195
515	129.694478	-69.445195
516	134.197823	-69.445195
517	138.701169	-69.445195
518	143.204514	-69.445195
519	147.707859	-69.445195
520	152.211205	-69.445195
521	156.714550	-69.445195
522	161.217896	-69.445195
523	165.721241	-69.445195
524	170.224586	-69.445195
525	174.727932	-69.445195
526	179.231277	-69.445195
527	183.734622	-69.445195
528	188.237968	-69.445195
529	192.741313	-69.445195
530	197.244658	-69.445195
531	201.748004	-69.445195
532	206.251349	-69.445195
533	210.754694	-69.445195
534	215.258040	-69.445195
535	219.761385	-69.445195
536	224.264730	-69.445195
537	228.768076	-69.445195
538	233.271421	-69.445195
539	237.774766	-69.445195
540	242.278112	-69.445195
541	246.781457	-69.445195
542	251.284803	-69.445195
543	255.788148	-69.445195
544	260.291493	-69.445195
545	264.794839	-69.445195
546	269.298184	-69.445195
547	273.801529	-69.445195
548	278.304875	-69.445195
549	282.808220	-69.445195
550	287.311565	-69.445195
551	291.814911	-69.445195
552	296.318256	-69.445195
553	300.821601	-69.445195
554	305.324947	-69.445195
555	309.828292	-69.445195
556	314.331637	-69.445195
557	318.834983	-69.445195
558	323.338328	-69.445195
559	327.841673	-69.445195
560	332.345019	-69.445195
561	336.848364	-69.445195
562	341.351710	-69.445195
563	345.855055	-69.445195
564	350.358400	-69.445195
565	354.861746	-69.445195
566	359.365091	-69.445195
567	1.206501	-67.864056
568	5.402669	-67.864056
569	9.598837	-67.864056
570	13.795005	-67.864056
571	17.991172	-67.864056
572	22.187340	-67.864056
573	26.383508	-67.864056
574	30.579676	-67.864056
575	34.775844	-67.864056
576	38.972011	-67.864056
577	43.168179	-67.864056
578	47.364347	-67.864056
579	51.560515	-67.864056
580	55.756683	-67.864056
581	59.952851	-67.864056
582	64.149018	-67.864056
583	68.345186	-67.864056
584	72.541354	-67.864056
585	76.737522	-67.864056
586	80.933690	-67.864056
587	85.129857	-67.864056
588	89.326025	-67.864056
589	93.522193	-67.864056
590	97.718361	-67.864056
591	101.914529	-67.864056
592	106.110697	-67.864056
593	110.306864	-67.864056
594	114.503032	-67.864056
595	118.699200	-67.864056
596	122.895368	-67.864056
597	127.091536	-67.864056
598	131.287703	-67.864056
599	135.483871	-67.864056
600	139.680039	-67.864056
601	143.876207	-67.864056
602	148.072375	-67.864056
603	152.268543	-67.864056
604	156.464710	-67.864056
605	160.660878	-67.864056
606	164.857046	-67.864056
607	169.053214	-67.864056
608	173.249382	-67.864056
609	177.445549	-67.864056
610	181.641717	-67.864056
611	185.837885	-67.864056
612	190.034053	-67.864056
613	194.230221	-67.864056
614	198.426389	-67.864056
615	202.622556	-67.864056
616	206.818724	-67.864056
617	211.014892	-67.864056
618	215.211060	-67.864056
619	219.407228	-67.864056
620	223.603396	-67.864056
621	227.799563	-67.864056
622	231.995731	-67.864056
623	236.191899	-67.864056
624	240.388067	-67.864056
625	244.584235	-67.864056
626	248.780402	-67.864056
627	252.976570	-67.864056
628	257.172738	-67.864056
629	261.368906	-67.864056
630	265.565074	-67.864056
631	269.761242	-67.864056
632	273.957409	-67.864056
633	278.153577	-67.864056
634	282.349745	-67.864056
635	286.545913	-67.864056
636	290.742081	-67.864056
637	294.938248	-67.864056
638	299.134416	-67.864056
639	303.330584	-67.864056
640	307.526752	-67.864056
641	311.722920	-67.864056
642	315.919088	-67.864056
643	320.115255	-67.864056
644	324.311423	-67.864056
645	328.507591	-67.864056
646	332.703759	-67.864056
647	336.899927	-67.864056
648	341.096094	-67.864056
649	345.292262	-67.864056
650	349.488430	-67.864056
651	353.684598	-67.864056
652	357.880766	-67.864056
653	0.911094	-66.282918
654	4.842116	-66.282918
655	8.773138	-66.282918
656	12.704161	-66.282918
657	16.635183	-66.282918
658	20.566206	-66.282918
659	24.497228	-66.282918
660	28.428251	-66.282918
661	32.359273	-66.282918
662	36.290296	-66.282918
663	40.221318	-66.282918
664	44.152340	-66.282918
665	48.083363	-66.282918
666	52.014385	-66.282918
667	55.945408	-66.282918
668	59.876430	-66.282918
669	63.807453	-66.282918
670	67.738475	-66.282918
671	71.669497	-66.282918
672	75.600520	-66.282918
673	79.531542	-66.282918
674	83.462565	-66.282918
675	87.393587	-66.282918
676	91.324610	-66.282918
677	95.255632	-66.282918
678	99.186655	-66.282918
679	103.117677	-66.282918
680	107.048699	-66.282918
681	110.979722	-66.282918
682	114.910744	-66.282918
683	118.841767	-66.282918
684	122.772789	-66.282918
685	126.703812	-66.282918
686	130.634834	-66.282918
687	134.565857	-66.282918
688	138.496879	-66.282918
689	142.427901	-66.282918
690	146.358924	-66.282918
691	150.289946	-66.282918
692	154.220969	-66.282918
693	158.151991	-66.282918
694	162.083014	-66.282918
695	166.014036	-66.282918
696	169.945059	-66.282918
697	173.876081	-66.282918
698	177.807103	-66.282918
699	181.738126	-66.282918
700	185.669148	-66.282918
701	189.600171	-66.282918
702	193.531193	-66.282918
703	197.462216	-66.282918
704	201.393238	-66.282918
705	205.324260	-66.282918
706	209.255283	-66.282918
707	213.186305	-66.282918
708	217.117328	-66.282918
709	221.048350	-66.282918
710	224.979373	-66.282918
711	228.910395	-66.282918
712	232.841418	-66.282918
713	236.772440	-66.282918
714	240.703462	-66.282918
715	244.634485	-66.282918
716	248.565507	-66.282918
717	252.496530	-66.282918
718	256.427552	-66.282918
719	260.358575	-66.282918
720	264.289597	-66.282918
721	268.220620	-66.282918
722	272.151642	-66.282918
723	276.082664	-66.282918
724	280.013687	-66.282918
725	283.944709	-66.282918
726	287.875732	-66.282918
727	291.806754	-66.282918
728	295.737777	-66.282918
729	299.668799	-66.282918
730	303.599822	-66.282918
731	307.530844	-66.282918
732	311.461866	-66.282918
733	315.392889	-66.282918
734	319.323911	-66.282918
735	323.254934	-66.282918
736	327.185956	-66.282918
737	331.116979	-66.282918
738	335.048001	-66.282918
739	338.979024	-66.282918
740	342.910046	-66.282918
741	346.841068	-66.282918
742	350.772091	-66.282918
743	354.703113	-66.282918
744	358.634136	-66.282918
745	1.858953	-64.701779
746	5.558996	-64.701779
747	9.259040	-64.701779
748	12.959083	-64.701779
749	16.659127	-64.701779
750	20.359170	-64.701779
751	24.059214	-64.701779
752	27.759257	-64.701779
753	31.459301	-64.701779
754	35.159344	-64.701779
755	38.859388	-64.701779
756	42.559431	-64.701779
757	46.259475	-64.701779
758	49.959518	-64.701779
759	53.659562	-64.701779
760	57.359605	-64.701779
761	61.059649	-64.701779
762	64.759692	-64.701779
763	68.459736	-64.701779
764	72.159779	-64.701779
765	75.859823	-64.701779
766	79.559866	-64.701779
767	83.259910	-64.701779
768	86.959953	-64.701779
769	90.659997	-64.701779
770	94.360040	-64.701779
771	98.060084	-64.701779
772	101.760127	-64.701779
773	105.460171	-64.701779
774	109.160214	-64.701779
775	112.860258	-64.701779
776	116.560301	-64.701779
777	120.260344	-64.701779
778	123.960388	-64.701779
779	127.660431	-64.701779
780	131.360475	-64.701779
781	135.060518	-64.701779
782	138.760562	-64.701779
783	142.460605	-64.701779
784	146.160649	-64.701779
785	149.860692	-64.701779
786	153.560736	-64.701779
787	157.260779	-64.701779
788	160.960823	-64.701779
789	164.660866	-64.701779
790	168.360910	-64.701779
791	172.060953	-64.701779
792	175.760997	-64.701779
793	179.461040	-64.701779
794	183.161084	-64.701779
795	186.861127	-64.701779
796	190.561171	-64.701779
797	194.261214	-64.701779
798	197.961258	-64.701779
799	201.661301	-64.701779
800	205.361345	-64.701779
801	209.061388	-64.701779
802	212.761432	-64.701779
803	216.461475	-64.701779
804	220.161519	-64.701779
805	223.861562	-64.701779
806	227.561606	-64.701779
807	231.261649	-64.701779
808	234.961693	-64.701779
809	238.661736	-64.701779
810	242.361780	-64.701779
811	246.061823	-64.701779
812	249.761867	-64.701779
813	253.461910	-64.701779
814	257.161954	-64.701779
815	260.861997	-64.701779
816	264.562041	-64.701779
817	268.262084	-64.701779
818	271.962127	-64.701779
819	275.662171	-64.701779
820	279.362214	-64.701779
821	283.062258	-64.701779
822	286.762301	-64.701779
823	290.462345	-64.701779
824	294.162388	-64.701779
825	297.862432	-64.701779
826	301.562475	-64.701779
827	305.262519	-64.701779
828	308.962562	-64.701779
829	312.662606	-64.701779
830	316.362649	-64.701779
831	320.062693	-64.701779
832	323.762736	-64.701779
833	327.462780	-64.701779
834	331.162823	-64.701779
835	334.862867	-64.701779
836	338.562910	-64.701779
837	342.262954	-64.701779
838	345.962997	-64.701779
839	349.663041	-64.701779
840	353.363084	-64.701779
841	357.063128	-64.701779
842	1.830601	-63.120640
843	5.327818	-63.120640
844	8.825035	-63.120640
845	12.322252	-63.120640
846	15.819470	-63.120640
847	19.316687	-63.120640
848	22.813904	-63.120640
849	26.311121	-63.120640
850	29.808338	-63.120640
851	33.305555	-63.120640
852	36.802773	-63.120640
853	40.299990	-63.120640
854	43.797207	-63.120640
855	47.294424	-63.120640
856	50.791641	-63.120640
857	54.288859	-63.120640
858	57.786076	-63.120640
859	61.283293	-63.120640
860	64.780510	-63.120640
861	68.277727	-63.120640
862	71.774944	-63.120640
863	75.272162	-63.120640
864	78.769379	-63.120640
865	82.266596	-63.120640
866	85.763813	-63.120640
867	89.261030	-63.120640
868	92.758247	-63.120640
869	96.255465	-63.120640
870	99.752682	-63.120640
871	103.249899	-63.120640
872	106.747116	-63.120640
873	110.244333	-63.120640
874	113.741550	-63.120640
875	117.238768	-63.120640
876	120.735985	-63.120640
877	124.233202	-63.120640
878	127.730419	-63.120640
879	131.227636	-63.120640
880	134.724853	-63.120640
881	138.222071	-63.120640
882	141.719288	-63.120640
883	145.216505	-63.120640
884	148.713722	-63.120640
885	152.210939	-63.120640
886	155.708156	-63.120640
887	159.205374	-63.120640
888	162.702591	-63.120640
889	166.199808	-63.120640
890	169.697025	-63.120640
891	173.194242	-63.120640
892	176.691459	-63.120640
893	180.188677	-63.120640
894	183.685894	-63.120640
895	187.183111	-63.120640
896	190.680328	-63.120640
897	194.177545	-63.120640
898	197.674763	-63.120640
899	201.171980	-63.120640
900	204.669197	-63.120640
901	208.166414	-63.120640
902	211.663631	-63.120640
903	215.160848	-63.120640
904	218.658066	-63.120640
905	222.155283	-63.120640
906	225.652500	-63.120640
907	229.149717	-63.120640
908	232.646934	-63.120640
909	236.144151	-63.120640
910	239.641369	-63.120640
911	243.138586	-63.120640
912	246.635803	-63.120640
913	250.133020	-63.120640
914	253.630237	-63.120640
915	257.127454	-63.120640
916	260.624672	-63.120640
917	264.121889	-63.120640
918	267.619106	-63.120640
919	271.116323	-63.120640
920	274.613540	-63.120640
921	278.110757	-63.120640
922	281.607975	-63.120640
923	285.105192	-63.120640
924	288.602409	-63.120640
925	292.099626	-63.120640
926	295.596843	-63.120640
927	299.094060	-63.120640
928	302.591278	-63.120640
929	306.088495	-63.120640
930	309.585712	-63.120640
931	313.082929	-63.120640
932	316.580146	-63.120640
933	320.077363	-63.120640
934	323.574581	-63.120640
935	327.071798	-63.120640
936	330.569015	-63.120640
937	334.066232	-63.120640
938	337.563449	-63.120640
939	341.060667	-63.120640
940	344.557884	-63.120640
941	348.055101	-63.120640
942	351.552318	-63.120640
943	355.049535	-63.120640
944	358.546752	-63.120640
945	0.982959	-61.539501
946	4.300826	-61.539501
947	7.618693	-61.539501
948	10.936560	-61.539501
949	14.254428	-61.539501
950	17.572295	-61.539501
951	20.890162	-61.539501
952	24.208029	-61.539501
953	27.525897	-61.539501
954	30.843764	-61.539501
955	34.161631	-61.539501
956	37.479498	-61.539501
957	40.797366	-61.539501
958	44.115233	-61.539501
959	47.433100	-61.539501
960	50.750967	-61.539501
961	54.068835	-61.539501
962	57.386702	-61.539501
963	60.704569	-61.539501
964	64.022436	-61.539501
965	67.340304	-61.539501
966	70.658171	-61.539501
967	73.976038	-61.539501
968	77.293906	-61.539501
969	80.611773	-61.539501
970	83.929640	-61.539501
971	87.247507	-61.539501
972	90.565375	-61.539501
973	93.883242	-61.539501
974	97.201109	-61.539501
975	100.518976	-61.539501
976	103.836844	-61.539501
977	107.154711	-61.539501
978	110.472578	-61.539501
979	113.790445	-61.539501
980	117.108313	-61.539501
981	120.426180	-61.539501
982	123.744047	-61.539501
983	127.061914	-61.539501
984	130.379782	-61.539501
985	133.697649	-61.539501
986	137.015516	-61.539501
987	140.333383	-61.539501
988	143.651251	-61.539501
989	146.969118	-61.539501
990	150.286985	-61.539501
991	153.604852	-61.539501
992	156.922720	-61.539501
993	160.240587	-61.539501
994	163.558454	-61.539501
995	166.876321	-61.539501
996	170.194189	-61.539501
997	173.512056	-61.539501
998	176.829923	-61.539501
999	180.147790	-61.539501
1000	183.465658	-61.539501
1001	186.783525	-61.539501
1002	190.101392	-61.539501
1003	193.419259	-61.539501
1004	196.737127	-61.539501
1005	200.054994	-61.539501
1006	203.372861	-61.539501
1007	206.690728	-61.539501
1008	210.008596	-61.539501
1009	213.326463	-61.539501
1010	216.644330	-61.539501
1011	219.962197	-61.539501
1012	223.280065	-61.539501
1013	226.597932	-61.539501
1014	229.915799	-61.539501
1015	233.233667	-61.539501
1016	236.551534	-61.539501
1017	239.869401	-61.539501
1018	243.187268	-61.539501
1019	246.505136	-61.539501
1020	249.823003	-61.539501
1021	253.140870	-61.539501
1022	256.458737	-61.539501
1023	259.776605	-61.539501
1024	263.094472	-61.539501
1025	266.412339	-61.539501
1026	269.730206	-61.539501
1027	273.048074	-61.539501
1028	276.365941	-61.539501
1029	279.683808	-61.539501
1030	283.001675	-61.539501
1031	286.319543	-61.539501
1032	289.637410	-61.539501
1033	292.955277	-61.539501
1034	296.273144	-61.539501
1035	299.591012	-61.539501
1036	302.908879	-61.539501
1037	306.226746	-61.539501
1038	309.544613	-61.539501
1039	312.862481	-61.539501
1040	316.180348	-61.539501
1041	319.498215	-61.539501
1042	322.816082	-61.539501
1043	326.133950	-61.539501
1044	329.451817	-61.539501
1045	332.769684	-61.539501
1046	336.087551	-61.539501
1047	339.405419	-61.539501
1048	342.723286	-61.539501
1049	346.041153	-61.539501
1050	349.359020	-61.539501
1051	352.676888	-61.539501
1052	355.994755	-61.539501
1053	359.312622	-61.539501
1054	2.404095	-59.958362
1055	5.562398	-59.958362
1056	8.720702	-59.958362
1057	11.879005	-59.958362
1058	15.037308	-59.958362
1059	18.195611	-59.958362
1060	21.353914	-59.958362
1061	24.512217	-59.958362
1062	27.670520	-59.958362
1063	30.828823	-59.958362
1064	33.987126	-59.958362
1065	37.145429	-59.958362
1066	40.303733	-59.958362
1067	43.462036	-59.958362
