Dataset,Budget,ObjectValue,ReturnValue,Gap,Runtime
/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large/filtered_GW200306_093714_7dt.csv,10,0.0216175,0.0216175,0,881.632
/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large/filtered_GW200306_093714_7dt.csv,200,0.284072,0.282306,0.00625431,1221.31
/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large/filtered_GW200306_093714_7dt.csv,400,0.450979,0.449904,0.00238892,1220.94
/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large/filtered_GW200306_093714_7dt.csv,600,0.557394,0.555789,0.00288752,1220.55
/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large/filtered_GW200306_093714_7dt.csv,800,0.624574,0.624275,0.00047972,860.679
/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large/filtered_GW200306_093714_7dt.csv,1000,0.673159,0.670596,0.00382101,1221.18
/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large/filtered_GW200306_093714_7dt.csv,1200,0.708783,0.705306,0.00493071,1227.53
/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large/filtered_GW200306_093714_7dt.csv,1400,2321.32,0.730812,3175.36,1223.54
/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large/filtered_GW200306_093714_7dt.csv,1600,0.76421,0.756611,0.0100422,1224.17
/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large/filtered_GW200308_173609_7dt_separate.csv,10,0.0301024,0.0301024,0,510.362
/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large/filtered_GW200308_173609_7dt_separate.csv,200,0.285932,0.285076,0.0029993,1211.12
/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large/filtered_GW200308_173609_7dt_separate.csv,400,0.364703,0.364703,0,328.665
/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large/filtered_GW200308_173609_7dt_separate.csv,600,0.395186,0.395186,0,369.175
/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large/filtered_GW200308_173609_7dt_separate.csv,800,0.410374,0.410374,0,397.358
/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large/filtered_GW200308_173609_7dt_separate.csv,1000,0.42027,0.42027,0,351.969
/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large/filtered_GW200308_173609_7dt_separate.csv,1200,0.428983,0.428983,0,365.752
/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large/filtered_GW200308_173609_7dt_separate.csv,1400,0.436797,0.436797,0,402.045
/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large/filtered_GW200308_173609_7dt_separate.csv,1600,0.443687,0.443687,0,384.281
/home/research/w.yanwang/Telescope-Searching-Problem/data_RTSS_0518/large/filtered_GW200322_091133_7dt_separate.csv,10,0.00454738,0.00454738,0,578.582
